datetime,open,high,low,close,volume
2025-01-02 01:00:00,95579.6,95691.2,95326.9,95434.3,1523.81
2025-01-02 01:30:00,95434.2,95600.0,95360.0,95569.0,1238.407
2025-01-02 02:00:00,95569.1,95836.0,95493.2,95762.9,1518.903
2025-01-02 02:30:00,95762.9,95897.4,95666.0,95815.3,2104.286
2025-01-02 03:00:00,95815.4,96062.5,95624.4,95713.9,2976.381
2025-01-02 03:30:00,95713.8,96204.2,95612.5,96125.3,3159.305
2025-01-02 04:00:00,96125.2,96442.1,96012.0,96376.7,4180.824
2025-01-02 04:30:00,96376.8,96800.0,96258.0,96722.0,4225.337
2025-01-02 05:00:00,96721.9,96794.2,96536.3,96670.1,3487.606
2025-01-02 05:30:00,96670.0,96746.4,96515.0,96693.9,2355.313
2025-01-02 06:00:00,96693.9,96870.9,96438.4,96529.4,3351.232
2025-01-02 06:30:00,96529.4,96779.7,96527.1,96715.4,1513.291
2025-01-02 07:00:00,96715.4,96888.6,96578.8,96736.7,2888.178
2025-01-02 07:30:00,96736.7,96864.9,96575.2,96829.9,2384.027
2025-01-02 08:00:00,96830.0,96991.8,96608.3,96738.8,3110.149
2025-01-02 08:30:00,96738.8,96778.5,96403.9,96426.1,3678.02
2025-01-02 09:00:00,96426.0,96447.6,95910.8,96447.6,7781.974
2025-01-02 09:30:00,96447.5,97440.0,96231.1,97216.3,18519.652
2025-01-02 10:00:00,97216.7,97295.2,96280.0,96631.1,8669.38
2025-01-02 10:30:00,96631.1,96713.3,96112.4,96428.5,5686.252
2025-01-02 11:00:00,96428.5,97378.5,96018.7,97363.1,8972.828
2025-01-02 11:30:00,97363.2,97650.0,97127.6,97195.5,8367.841
2025-01-02 12:00:00,97195.5,97603.2,97018.1,97062.0,4456.234
2025-01-02 12:30:00,97062.0,97078.1,96300.0,96734.4,7705.165
2025-01-02 13:00:00,96734.4,97100.0,96372.5,96878.7,4146.686
2025-01-02 13:30:00,96878.7,97338.5,96599.1,97288.4,3006.361
2025-01-02 14:00:00,97288.5,97777.0,97171.5,97565.7,4097.76
2025-01-02 14:30:00,97565.8,97565.8,97166.0,97292.7,3871.878
2025-01-02 15:00:00,97292.7,97822.4,97292.6,97551.6,3484.053
2025-01-02 15:30:00,97551.6,97697.6,97250.0,97265.8,3246.224
2025-01-02 16:00:00,97265.9,97324.8,97024.0,97088.8,1898.246
2025-01-02 16:30:00,97088.7,97245.8,97012.6,97180.0,1307.926
2025-01-02 17:00:00,97180.0,97180.1,96642.7,96867.0,2424.148
2025-01-02 17:30:00,96867.0,97024.3,96806.2,96863.8,1163.1
2025-01-02 18:00:00,96863.8,97000.0,96751.6,96954.8,1274.98
2025-01-02 18:30:00,96954.8,97057.0,96826.4,96967.5,1316.152
2025-01-02 19:00:00,96967.6,97045.1,96760.0,96990.3,2082.854
2025-01-02 19:30:00,96990.3,97037.9,96764.2,96799.9,1044.434
2025-01-02 20:00:00,96800.0,96880.0,96622.0,96872.6,1901.968
2025-01-02 20:30:00,96872.6,96988.0,96650.0,96960.5,1158.326
2025-01-02 21:00:00,96960.6,97325.7,96825.0,97222.6,2506.349
2025-01-02 21:30:00,97222.7,97232.2,96918.1,96938.0,1155.578
2025-01-02 22:00:00,96938.1,97057.8,96785.7,96900.0,879.582
2025-01-02 22:30:00,96900.0,97065.8,96829.8,97019.1,659.535
2025-01-02 23:00:00,97019.1,97034.9,96835.0,96877.7,1123.506
2025-01-02 23:30:00,96877.8,96923.0,96721.9,96779.2,964.2
2025-01-03 00:00:00,96779.3,96833.9,96555.0,96641.3,2030.78
2025-01-03 00:30:00,96641.3,96797.0,96596.7,96727.3,1040.937
2025-01-03 01:00:00,96727.3,96884.6,96574.6,96633.6,1231.974
2025-01-03 01:30:00,96633.5,96707.4,96460.4,96504.8,1681.327
2025-01-03 02:00:00,96504.7,96614.8,96367.6,96412.3,2244.81
2025-01-03 02:30:00,96412.3,96442.4,96236.6,96275.0,4176.155
2025-01-03 03:00:00,96275.1,96497.0,96275.0,96300.0,1918.255
2025-01-03 03:30:00,96300.1,96300.1,96068.0,96090.6,3647.059
2025-01-03 04:00:00,96090.6,96526.6,96061.5,96450.0,2667.376
2025-01-03 04:30:00,96450.0,96673.8,96407.1,96511.8,2274.586
2025-01-03 05:00:00,96511.8,96527.3,96362.3,96500.0,1302.622
2025-01-03 05:30:00,96500.0,96609.9,96405.7,96443.9,972.487
2025-01-03 06:00:00,96443.8,96788.0,96439.5,96703.5,1723.048
2025-01-03 06:30:00,96703.5,96785.2,96614.4,96710.5,1604.299
2025-01-03 07:00:00,96710.4,96860.4,96669.2,96845.4,1822.411
2025-01-03 07:30:00,96845.3,96886.1,96615.3,96615.4,1507.476
2025-01-03 08:00:00,96615.3,96797.6,96422.5,96496.1,2957.423
2025-01-03 08:30:00,96496.1,96678.0,96452.5,96464.1,1663.236
2025-01-03 09:00:00,96464.0,97103.5,96464.0,97037.5,3992.89
2025-01-03 09:30:00,97037.5,97321.0,96562.9,96970.4,8352.677
2025-01-03 10:00:00,96970.4,97433.4,96707.3,97215.9,7038.749
2025-01-03 10:30:00,97215.9,97637.7,97086.9,97479.5,6569.545
2025-01-03 11:00:00,97479.6,98423.0,97353.6,98023.9,10888.454
2025-01-03 11:30:00,98022.0,98343.0,97675.0,97822.3,5484.503
2025-01-03 12:00:00,97822.4,98230.2,97784.3,98116.4,3237.025
2025-01-03 12:30:00,98116.4,98259.8,97899.9,97986.8,2304.15
2025-01-03 13:00:00,97986.8,98442.0,97955.0,98432.8,2560.344
2025-01-03 13:30:00,98432.9,98665.0,98230.8,98483.7,4123.895
2025-01-03 14:00:00,98483.7,98949.0,98451.9,98664.7,5505.445
2025-01-03 14:30:00,98664.6,98799.4,98501.4,98545.5,2437.207
2025-01-03 15:00:00,98545.6,98705.0,98248.5,98560.1,3299.916
2025-01-03 15:30:00,98560.2,98574.5,98263.4,98269.5,2163.495
2025-01-03 16:00:00,98269.5,98322.6,98143.6,98238.4,1764.402
2025-01-03 16:30:00,98238.4,98383.2,98155.0,98222.7,1035.898
2025-01-03 17:00:00,98222.6,98481.1,98222.6,98422.0,1156.572
2025-01-03 17:30:00,98422.0,98447.8,98200.0,98258.8,900.412
2025-01-03 18:00:00,98258.8,98341.0,98050.8,98056.3,1223.733
2025-01-03 18:30:00,98056.3,98154.0,98028.5,98145.7,1238.769
2025-01-03 19:00:00,98145.7,98260.0,97963.0,98056.3,2609.999
2025-01-03 19:30:00,98056.4,98056.4,97828.1,97912.0,1668.999
2025-01-03 20:00:00,97912.1,97977.8,97762.1,97926.8,1365.909
2025-01-03 20:30:00,97926.8,98062.7,97868.4,97990.4,963.327
2025-01-03 21:00:00,97990.4,98007.0,97811.0,97868.7,941.012
2025-01-03 21:30:00,97868.7,98272.6,97832.6,98267.4,1719.087
2025-01-03 22:00:00,98267.5,98267.5,98000.1,98041.5,1569.206
2025-01-03 22:30:00,98041.5,98224.8,98022.1,98149.4,959.072
2025-01-03 23:00:00,98149.3,98149.4,97865.0,97913.0,1369.072
2025-01-03 23:30:00,97912.9,97976.6,97830.0,97970.5,909.233
2025-01-04 00:00:00,97970.4,98132.3,97950.0,98108.2,782.894
2025-01-04 00:30:00,98108.3,98162.4,98013.5,98087.3,1118.831
2025-01-04 01:00:00,98087.3,98123.6,98005.4,98042.4,700.763
2025-01-04 01:30:00,98042.4,98177.1,98003.2,98089.9,718.712
2025-01-04 02:00:00,98089.9,98300.0,98062.8,98149.1,1245.522
2025-01-04 02:30:00,98149.0,98286.8,98141.9,98244.2,898.093
2025-01-04 03:00:00,98244.2,98300.0,98068.8,98149.8,1164.685
2025-01-04 03:30:00,98149.8,98240.0,97853.0,97870.0,2201.883
2025-01-04 04:00:00,97870.0,97950.0,97642.3,97835.7,3763.672
2025-01-04 04:30:00,97835.7,97852.9,97438.2,97644.3,2931.322
2025-01-04 05:00:00,97644.3,97721.1,97543.1,97692.0,1430.997
2025-01-04 05:30:00,97692.1,97813.0,97684.2,97740.0,1187.769
2025-01-04 06:00:00,97739.9,97740.0,97650.8,97716.4,777.036
2025-01-04 06:30:00,97716.4,97875.0,97709.5,97831.8,1169.365
2025-01-04 07:00:00,97831.8,97971.9,97751.4,97863.8,1486.602
2025-01-04 07:30:00,97863.7,97943.8,97754.6,97835.2,1213.512
2025-01-04 08:00:00,97835.1,97926.5,97720.0,97793.9,1470.723
2025-01-04 08:30:00,97793.8,98032.1,97698.3,97924.4,1842.409
2025-01-04 09:00:00,97924.3,97972.5,97777.0,97945.3,1285.084
2025-01-04 09:30:00,97945.3,98054.1,97892.6,97992.0,1202.877
2025-01-04 10:00:00,97992.0,98117.6,97570.3,97783.6,2718.3
2025-01-04 10:30:00,97783.6,97783.7,97472.0,97623.6,4005.605
2025-01-04 11:00:00,97623.5,97822.2,97572.9,97664.0,1632.678
2025-01-04 11:30:00,97663.3,97700.0,97535.7,97677.9,1165.161
2025-01-04 12:00:00,97677.8,97791.6,97645.1,97735.9,730.429
2025-01-04 12:30:00,97735.9,98018.0,97713.5,97982.5,1233.553
2025-01-04 13:00:00,97982.6,98106.0,97921.0,98021.6,1364.517
2025-01-04 13:30:00,98021.7,98070.7,97858.0,97931.9,1112.906
2025-01-04 14:00:00,97931.9,98334.6,97891.1,98121.4,1897.583
2025-01-04 14:30:00,98121.4,98222.6,98065.9,98120.3,850.238
2025-01-04 15:00:00,98120.4,98478.2,98120.3,98414.2,2147.033
2025-01-04 15:30:00,98414.3,98662.0,98354.6,98577.4,2737.169
2025-01-04 16:00:00,98577.4,98760.9,98473.3,98487.1,2501.206
2025-01-04 16:30:00,98487.0,98487.1,98300.0,98335.8,1106.353
2025-01-04 17:00:00,98335.8,98380.1,98232.0,98234.0,981.611
2025-01-04 17:30:00,98234.0,98461.1,98233.9,98372.5,799.186
2025-01-04 18:00:00,98372.4,98390.5,98076.4,98186.4,1616.058
2025-01-04 18:30:00,98186.4,98266.7,98159.8,98173.2,647.381
2025-01-04 19:00:00,98173.2,98349.8,98108.3,98235.8,928.572
2025-01-04 19:30:00,98235.8,98313.9,98153.8,98178.3,605.873
2025-01-04 20:00:00,98178.3,98287.7,98107.1,98168.0,770.055
2025-01-04 20:30:00,98168.0,98173.0,98001.1,98086.6,1264.073
2025-01-04 21:00:00,98086.6,98178.5,98086.6,98140.1,641.089
2025-01-04 21:30:00,98140.1,98196.7,98067.0,98195.5,446.647
2025-01-04 22:00:00,98195.5,98200.0,98080.0,98125.9,454.045
2025-01-04 22:30:00,98125.9,98166.6,98030.0,98160.1,546.385
2025-01-04 23:00:00,98160.0,98496.3,98160.0,98454.0,2220.654
2025-01-04 23:30:00,98454.1,98454.1,98300.0,98319.6,873.791
2025-01-05 00:00:00,98319.6,98400.0,98225.3,98399.9,1334.537
2025-01-05 00:30:00,98399.9,98473.3,98254.2,98307.4,668.603
2025-01-05 01:00:00,98307.3,98363.1,98250.0,98334.4,550.791
2025-01-05 01:30:00,98334.4,98463.4,98284.2,98413.0,705.808
2025-01-05 02:00:00,98412.9,98430.5,98300.5,98300.6,526.598
2025-01-05 02:30:00,98300.5,98324.5,98225.3,98225.3,483.454
2025-01-05 03:00:00,98225.3,98225.4,97712.2,97850.0,4618.23
2025-01-05 03:30:00,97849.9,97909.0,97775.0,97826.0,1253.787
2025-01-05 04:00:00,97825.9,97901.5,97763.0,97772.0,1085.255
2025-01-05 04:30:00,97772.1,97874.3,97596.0,97620.0,1663.057
2025-01-05 05:00:00,97619.9,97739.8,97533.6,97558.0,2031.202
2025-01-05 05:30:00,97557.9,97719.3,97557.0,97693.8,858.288
2025-01-05 06:00:00,97693.8,97800.0,97640.0,97686.5,939.322
2025-01-05 06:30:00,97686.5,97700.0,97569.6,97609.5,745.065
2025-01-05 07:00:00,97609.5,97896.5,97520.6,97677.8,1987.755
2025-01-05 07:30:00,97677.8,97920.0,97628.0,97720.0,1280.036
2025-01-05 08:00:00,97720.1,97928.0,97700.0,97925.0,1023.136
2025-01-05 08:30:00,97925.1,97988.0,97633.9,97654.6,1623.026
2025-01-05 09:00:00,97654.5,97744.3,97227.0,97438.7,4839.287
2025-01-05 09:30:00,97438.7,97932.7,97331.0,97811.1,3278.701
2025-01-05 10:00:00,97811.0,97987.2,97641.9,97863.1,1952.414
2025-01-05 10:30:00,97863.1,98248.5,97863.1,97986.6,3220.344
2025-01-05 11:00:00,97987.1,98297.3,97936.8,98032.9,2131.338
2025-01-05 11:30:00,98032.9,98068.6,97888.0,97995.7,1024.596
2025-01-05 12:00:00,97995.6,98038.7,97827.2,97924.1,1311.152
2025-01-05 12:30:00,97924.1,97992.1,97618.0,97695.1,1843.004
2025-01-05 13:00:00,97695.1,97744.3,97530.0,97664.8,2126.676
2025-01-05 13:30:00,97664.8,97893.7,97650.0,97872.0,727.839
2025-01-05 14:00:00,97872.0,98088.0,97804.9,98020.2,2145.839
2025-01-05 14:30:00,98020.2,98050.0,97941.8,98050.0,1212.82
2025-01-05 15:00:00,98050.0,98687.6,97986.3,98461.5,4540.323
2025-01-05 15:30:00,98461.4,98473.4,98129.1,98244.9,1804.653
2025-01-05 16:00:00,98244.8,98400.0,98186.0,98266.8,2037.893
2025-01-05 16:30:00,98266.8,98500.0,98246.7,98475.4,929.422
2025-01-05 17:00:00,98475.4,98536.0,98317.5,98525.2,1046.406
2025-01-05 17:30:00,98525.3,98745.4,98474.0,98661.1,2201.429
2025-01-05 18:00:00,98661.1,98852.6,98323.4,98442.9,3287.565
2025-01-05 18:30:00,98442.9,98483.1,98284.2,98340.2,1158.454
2025-01-05 19:00:00,98340.2,98759.5,98260.6,98450.4,2700.327
2025-01-05 19:30:00,98450.4,98535.0,98150.0,98185.3,1842.019
2025-01-05 20:00:00,98185.3,98323.6,97872.6,98077.0,2774.938
2025-01-05 20:30:00,98077.1,98800.0,98070.3,98735.7,3362.073
2025-01-05 21:00:00,98735.7,99278.0,98603.5,98728.4,9311.709
2025-01-05 21:30:00,98728.4,99100.0,98635.2,98786.7,3221.444
2025-01-05 22:00:00,98786.6,99075.0,98723.0,99068.6,1578.407
2025-01-05 22:30:00,99068.6,99220.2,98958.5,99005.0,1830.507
2025-01-05 23:00:00,99005.0,99429.2,99005.0,99219.9,3518.858
2025-01-05 23:30:00,99219.9,99465.4,99136.1,99423.0,1973.787
2025-01-06 00:00:00,99423.0,99637.0,99354.2,99626.8,4693.876
2025-01-06 00:30:00,99626.8,99886.7,99450.4,99560.0,6002.046
2025-01-06 01:00:00,99560.0,99675.0,99364.6,99445.5,2977.525
2025-01-06 01:30:00,99445.5,99748.2,99393.3,99466.8,2319.651
2025-01-06 02:00:00,99466.9,99504.5,99128.0,99283.6,3000.619
2025-01-06 02:30:00,99283.6,99393.3,99200.0,99280.0,1356.032
2025-01-06 03:00:00,99280.0,99600.0,99270.1,99350.0,2324.821
2025-01-06 03:30:00,99350.1,99395.9,98929.8,99001.3,4838.69
2025-01-06 04:00:00,99001.2,99221.1,98966.8,99068.6,2131.04
2025-01-06 04:30:00,99068.6,99110.6,98894.0,98968.3,1471.242
2025-01-06 05:00:00,98968.4,99031.7,98755.5,98962.3,2781.267
2025-01-06 05:30:00,98962.4,98962.4,98662.7,98741.5,2024.137
2025-01-06 06:00:00,98741.4,99272.1,98667.6,99200.5,3407.334
2025-01-06 06:30:00,99200.5,99384.6,99124.2,99219.3,2940.855
2025-01-06 07:00:00,99219.2,99680.0,99219.2,99528.5,3726.315
2025-01-06 07:30:00,99528.5,99539.4,99101.7,99119.8,2532.11
2025-01-06 08:00:00,99119.7,99340.0,98863.4,99268.1,4240.398
2025-01-06 08:30:00,99268.0,99533.6,99090.9,99452.5,2665.801
2025-01-06 09:00:00,99452.4,99568.0,98670.0,99016.6,6167.237
2025-01-06 09:30:00,99016.6,101250.0,98822.2,100702.1,27434.002
2025-01-06 10:00:00,100702.0,101670.0,100413.1,101640.3,15660.386
2025-01-06 10:30:00,101640.3,102443.9,101596.7,102104.5,16380.175
2025-01-06 11:00:00,102104.5,102444.0,101953.1,102402.6,8241.734
2025-01-06 11:30:00,102402.6,102438.7,101700.0,102116.6,9334.777
2025-01-06 12:00:00,102116.5,102116.6,101680.0,101791.1,3932.562
2025-01-06 12:30:00,101791.1,101951.2,101223.0,101795.3,7265.071
2025-01-06 13:00:00,101795.2,102000.0,101520.0,101896.5,3572.936
2025-01-06 13:30:00,101896.5,102023.9,101633.4,101701.6,2551.976
2025-01-06 14:00:00,101701.7,101999.4,101586.7,101861.5,2176.621
2025-01-06 14:30:00,101861.5,101986.0,101692.8,101771.7,1311.16
2025-01-06 15:00:00,101771.7,102288.0,101760.2,102059.5,3145.46
2025-01-06 15:30:00,102059.6,102254.0,101756.1,102075.5,3033.877
2025-01-06 16:00:00,102075.5,102298.8,101900.4,102010.3,2194.188
2025-01-06 16:30:00,102010.2,102021.1,101551.2,101566.5,2251.834
2025-01-06 17:00:00,101566.6,101934.3,101560.0,101897.6,1757.277
2025-01-06 17:30:00,101897.6,102047.4,101880.0,101966.0,921.525
2025-01-06 18:00:00,101965.9,102136.0,101852.1,102037.0,1380.443
2025-01-06 18:30:00,102037.1,102200.0,101923.0,102180.4,1232.26
2025-01-06 19:00:00,102180.5,102399.2,101890.3,102340.0,3061.447
2025-01-06 19:30:00,102340.1,102762.1,101923.0,102004.7,5839.651
2025-01-06 20:00:00,102004.6,102028.2,101650.0,101650.1,2076.446
2025-01-06 20:30:00,101650.0,101998.0,101646.2,101873.9,1884.497
2025-01-06 21:00:00,101873.9,101979.9,101800.0,101806.0,984.794
2025-01-06 21:30:00,101806.0,101830.5,101608.5,101627.7,1240.476
2025-01-06 22:00:00,101627.7,101785.7,101587.5,101621.8,1579.804
2025-01-06 22:30:00,101621.9,101774.3,101459.4,101661.3,1457.22
2025-01-06 23:00:00,101661.4,101834.3,101659.8,101833.1,1057.734
2025-01-06 23:30:00,101833.1,101885.0,101610.4,101610.7,920.574
2025-01-07 00:00:00,101610.8,101749.0,101528.8,101674.7,1877.48
2025-01-07 00:30:00,101674.8,101710.0,101579.3,101698.8,1062.888
2025-01-07 01:00:00,101698.8,101857.9,101596.4,101793.7,1094.821
2025-01-07 01:30:00,101793.8,101823.5,101730.6,101771.0,726.821
2025-01-07 02:00:00,101771.1,101986.1,101727.9,101733.7,1502.901
2025-01-07 02:30:00,101733.8,101774.8,101600.9,101649.3,1344.475
2025-01-07 03:00:00,101649.3,101797.6,101580.0,101757.6,1569.566
2025-01-07 03:30:00,101757.6,101973.1,101750.0,101862.0,1600.639
2025-01-07 04:00:00,101862.1,101888.7,101701.0,101729.7,911.22
2025-01-07 04:30:00,101729.8,101750.7,101600.1,101682.6,1465.198
2025-01-07 05:00:00,101682.7,101682.7,101333.0,101496.8,4208.421
2025-01-07 05:30:00,101496.5,101543.5,101349.2,101366.9,1367.344
2025-01-07 06:00:00,101366.8,101430.8,101247.0,101324.6,2328.305
2025-01-07 06:30:00,101324.6,101324.6,100435.4,100787.0,13793.613
2025-01-07 07:00:00,100787.0,100907.6,100580.0,100597.9,3651.569
2025-01-07 07:30:00,100598.0,100887.9,100594.2,100712.3,2347.789
2025-01-07 08:00:00,100712.4,100899.0,100623.7,100896.0,2194.107
2025-01-07 08:30:00,100896.0,100914.2,100558.4,100590.0,2339.857
2025-01-07 09:00:00,100590.1,100833.1,100456.1,100713.6,2827.011
2025-01-07 09:30:00,100713.5,100815.3,99702.0,99945.3,16501.546
2025-01-07 10:00:00,99945.3,100114.5,98100.0,98443.7,43079.382
2025-01-07 10:30:00,98443.6,98528.3,97100.0,97915.3,29631.368
2025-01-07 11:00:00,97915.4,98103.0,97529.1,97972.2,10760.62
2025-01-07 11:30:00,97972.1,98307.9,97696.0,97706.3,6713.898
2025-01-07 12:00:00,97706.4,97775.0,97198.6,97303.5,8318.288
2025-01-07 12:30:00,97304.1,97541.8,96530.8,97250.9,16670.3
2025-01-07 13:00:00,97250.8,97514.7,96980.7,97049.6,6154.027
2025-01-07 13:30:00,97049.7,97117.8,96579.0,96729.2,6869.436
2025-01-07 14:00:00,96729.1,97170.0,96672.5,96832.9,5251.383
2025-01-07 14:30:00,96832.8,96852.7,96295.9,96433.3,7696.908
2025-01-07 15:00:00,96433.3,96694.7,96165.0,96254.1,6952.643
2025-01-07 15:30:00,96254.1,96849.5,96153.0,96504.8,7515.905
2025-01-07 16:00:00,96504.7,96998.5,96470.2,96885.3,4134.513
2025-01-07 16:30:00,96885.4,97074.3,96358.7,96475.7,4105.227
2025-01-07 17:00:00,96475.7,96972.5,96377.5,96888.5,2485.411
2025-01-07 17:30:00,96888.5,97185.8,96833.4,97128.8,2419.219
2025-01-07 18:00:00,97128.8,97137.0,96758.7,97026.8,2984.84
2025-01-07 18:30:00,97026.9,97130.7,96815.2,96920.3,2149.727
2025-01-07 19:00:00,96920.2,97097.0,96669.4,96891.2,3867.351
2025-01-07 19:30:00,96891.3,97242.2,96733.0,97228.0,2186.978
2025-01-07 20:00:00,97228.0,97228.1,96859.1,96935.6,1909.185
2025-01-07 20:30:00,96935.6,97059.0,96571.0,96867.0,2316.414
2025-01-07 21:00:00,96867.1,97143.9,96736.4,96944.8,1907.507
2025-01-07 21:30:00,96944.9,97138.0,96829.7,96829.7,1482.484
2025-01-07 22:00:00,96829.7,96830.1,96400.0,96584.8,4115.235
2025-01-07 22:30:00,96584.8,96776.7,96200.0,96504.1,4805.036
2025-01-07 23:00:00,96504.1,96600.0,96161.3,96473.1,3353.169
2025-01-07 23:30:00,96473.0,96489.7,96010.0,96248.9,3943.912
2025-01-08 00:00:00,96248.9,96600.0,96069.2,96589.7,3155.233
2025-01-08 00:30:00,96589.7,96616.3,96350.0,96454.6,1907.477
2025-01-08 01:00:00,96454.7,96605.5,96164.4,96172.6,2058.609
2025-01-08 01:30:00,96172.6,96181.2,95225.3,95267.9,15377.405
2025-01-08 02:00:00,95267.8,95691.4,95222.0,95460.0,5467.609
2025-01-08 02:30:00,95460.0,95798.0,95341.3,95628.4,3115.031
2025-01-08 03:00:00,95628.3,95949.9,95500.0,95808.1,3338.387
2025-01-08 03:30:00,95808.1,96100.0,95769.6,95910.9,2969.721
2025-01-08 04:00:00,95910.9,96072.6,95874.0,95880.1,1767.762
2025-01-08 04:30:00,95880.1,95897.5,95369.6,95401.0,2884.49
2025-01-08 05:00:00,95400.9,95845.0,95400.9,95839.0,2825.572
2025-01-08 05:30:00,95839.0,95964.6,95640.1,95913.0,1747.433
2025-01-08 06:00:00,95913.1,96015.8,95464.3,95518.6,2351.759
2025-01-08 06:30:00,95518.6,95553.3,94480.7,95093.9,15550.12
2025-01-08 07:00:00,95093.8,95335.1,94900.6,95076.6,5340.308
2025-01-08 07:30:00,95076.7,95317.7,94808.5,94849.6,3754.949
2025-01-08 08:00:00,94849.6,95629.0,94849.6,95515.0,6895.379
2025-01-08 08:30:00,95515.0,95606.3,95110.0,95343.6,3065.94
2025-01-08 09:00:00,95343.5,95637.9,95162.4,95398.6,3597.563
2025-01-08 09:30:00,95398.6,95848.6,94839.5,95256.9,10569.668
2025-01-08 10:00:00,95256.8,96064.5,94651.2,94771.9,16077.377
2025-01-08 10:30:00,94771.9,95469.0,94588.9,95450.0,6468.291
